entityIndex,entityType,addressIndex,original,streetNumber,streetName,streetType,secUnitType,secUnitNum,city,state,zip,originalTerm
1874,Individual,0,108 EAST 86TH STREET  APT 4N::#^#::NEW YORK:^#^: NY 10028,108,EAST 86TH STREET  APT 4N,NOT PARSED,NOT PARSED,NOT PARSED,NEW YORK,NY,10028,108 EAST 86TH STREET  APT 4N::#^#::NEW YORK:^#^: NY 10028
1875,AggregateHousehold,0,14 WILLIAMS LANE::#^#::CHAPPAQUA:^#^: NY 10514,14,WILLIAMS,Ln,NOT PARSED,NOT PARSED,CHAPPAQUA,NY,10514,14 WILLIAMS LANE::#^#::CHAPPAQUA:^#^: NY 10514
1876,AggregateHousehold,0,PO BOX 236::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,236,Block Island,RI,02807,PO BOX 236::#^#::BLOCK ISLAND:^#^: RI 02807
1877,LegalConstruct,0,105 CALDERWOOD DR::#^#::WARWICK:^#^: RI 02886,105,CALDERWOOD,Dr,NOT PARSED,NOT PARSED,WARWICK,RI,02886,105 CALDERWOOD DR::#^#::WARWICK:^#^: RI 02886
1878,LegalConstruct,0,163 MADISON AVE::#^#::SUITE 600::#^#::MORRISTOWN:^#^: NJ 07960,163,MADISON,Ave,SUITE,600,MORRISTOWN,NJ,07960,163 MADISON AVE::#^#::SUITE 600::#^#::MORRISTOWN:^#^: NJ 07960
1879,LegalConstruct,0,61 GREEN POINT AVE::#^#::SUITE 606::#^#::BROOKLYN:^#^: NY 11222,61,GREEN POINT,Ave,SUITE,606,BROOKLYN,NY,11222,61 GREEN POINT AVE::#^#::SUITE 606::#^#::BROOKLYN:^#^: NY 11222
1880,Business,0,PO BOX 1287::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1287,Block Island,RI,02807,PO BOX 1287::#^#::BLOCK ISLAND:^#^: RI 02807
1881,LegalConstruct,0,44 PARK LANE::#^#::WESTPORT:^#^: CT 06880,44,PARK,Ln,NOT PARSED,NOT PARSED,WESTPORT,CT,06880,44 PARK LANE::#^#::WESTPORT:^#^: CT 06880
1882,Individual,0,17 FARMVIEW DR::#^#::NORWICH:^#^: CT 06360,17,FARMVIEW,Dr,NOT PARSED,NOT PARSED,NORWICH,CT,06360,17 FARMVIEW DR::#^#::NORWICH:^#^: CT 06360
1883,AggregateHousehold,0,5 COLT ROAD::#^#::SUMMIT:^#^: NJ 07901,5,COLT,Rd,NOT PARSED,NOT PARSED,SUMMIT,NJ,07901,5 COLT ROAD::#^#::SUMMIT:^#^: NJ 07901
1884,LegalConstruct,0,178 SHAKER ROAD::#^#::CANTERBURY:^#^: NH 03224,178,SHAKER,Rd,NOT PARSED,NOT PARSED,CANTERBURY,NH,03224,178 SHAKER ROAD::#^#::CANTERBURY:^#^: NH 03224
1885,LegalConstruct,0,PO BOX 55::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,55,Block Island,RI,02807,PO BOX 55::#^#::BLOCK ISLAND:^#^: RI 02807
1886,LegalConstruct,0,3 WHEAT LANE::#^#::DARIEN:^#^: CT 06820,3,WHEAT,Ln,NOT PARSED,NOT PARSED,DARIEN,CT,06820,3 WHEAT LANE::#^#::DARIEN:^#^: CT 06820
1887,AggregateHousehold,0,37 WOODLAWN ST::#^#::DEDHAM:^#^: MA 02026,37,WOODLAWN,St,NOT PARSED,NOT PARSED,DEDHAM,MA,02026,37 WOODLAWN ST::#^#::DEDHAM:^#^: MA 02026
1888,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
1889,Individual,0,PO BOX 824::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,824,Block Island,RI,02807,PO BOX 824::#^#::BLOCK ISLAND:^#^: RI 02807
1890,AggregateHousehold,0,96 BALD HILL ROAD::#^#::WILTON:^#^: CT 06897,96,BALD HILL,Rd,NOT PARSED,NOT PARSED,WILTON,CT,06897,96 BALD HILL ROAD::#^#::WILTON:^#^: CT 06897
1891,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
1892,LegalConstruct,0,73D FIRE LANE::#^#::WAKEFIELD:^#^: RI 02879,73,D FIRE,Ln,NOT PARSED,NOT PARSED,WAKEFIELD,RI,02879,73D FIRE LANE::#^#::WAKEFIELD:^#^: RI 02879
1893,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
1894,Business,0,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,84,Block Island,RI,02807,PO BOX 84::#^#::BLOCK ISLAND:^#^: RI 02807
1895,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1896,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
1897,Business,0,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906,159,WATERMAN,St,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,159 WATERMAN ST::#^#::PROVIDENCE:^#^: RI 02906
1898,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1899,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1900,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1901,LegalConstruct,0,393 ARBOR STREET::#^#::LUNENBURG:^#^: MA 01462,393,ARBOR,St,NOT PARSED,NOT PARSED,LUNENBURG,MA,01462,393 ARBOR STREET::#^#::LUNENBURG:^#^: MA 01462
1902,Individual,0,16 PEQUOT TRAIL::#^#::WESTPORT:^#^: CT 06880,16,PEQUOT,Trl,NOT PARSED,NOT PARSED,WESTPORT,CT,06880,16 PEQUOT TRAIL::#^#::WESTPORT:^#^: CT 06880
1903,LegalConstruct,0,411 WEST END #14D::#^#::NEW YOURK:^#^: NY 10024,411,END,NOT PARSED,#,14D,NEW YOURK,NY,10024,411 WEST END #14D::#^#::NEW YOURK:^#^: NY 10024
1904,LegalConstruct,0,PO BOX 189::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,189,Block Island,RI,02807,PO BOX 189::#^#::BLOCK ISLAND:^#^: RI 02807
1905,Business,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1906,LegalConstruct,0,PO BOX 180::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,180,Block Island,RI,02807,PO BOX 180::#^#::BLOCK ISLAND:^#^: RI 02807
1907,Business,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1908,Individual,0,PO BOX 255::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,255,Block Island,RI,02807,PO BOX 255::#^#::BLOCK ISLAND:^#^: RI 02807
1909,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1910,AggregateHousehold,0,160 PLAYSTEAD RD.:^#^: UNIT 6::#^#::MEDFORD:^#^: MA 02155,160,PLAYSTEAD,Rd,UNIT,6,MEDFORD,MA,02155,160 PLAYSTEAD RD.:^#^: UNIT 6::#^#::MEDFORD:^#^: MA 02155
1911,AggregateHousehold,0,396 NORTH MAIN ST::#^#::STONINGTON:^#^: CT 06378,396,MAIN,St,NOT PARSED,NOT PARSED,STONINGTON,CT,06378,396 NORTH MAIN ST::#^#::STONINGTON:^#^: CT 06378
1912,AggregateHousehold,0,2246 WAGNER LA::#^#::MANASQUAM:^#^: NY 08736,2246,WAGNER,Ln,NOT PARSED,NOT PARSED,MANASQUAM,NY,08736,2246 WAGNER LA::#^#::MANASQUAM:^#^: NY 08736
1913,AggregateHousehold,0,PO BOX 1787::#^#::BLOCK ISALND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1787,Block Island,RI,02807,PO BOX 1787::#^#::BLOCK ISALND:^#^: RI 02807
1914,AggregateHousehold,0,PO BOX 1334::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1334,Block Island,RI,02807,PO BOX 1334::#^#::BLOCK ISLAND:^#^: RI 02807
1915,AggregateHousehold,0,PO BOX 1077::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1077,Block Island,RI,02807,PO BOX 1077::#^#::BLOCK ISLAND:^#^: RI 02807
1916,LegalConstruct,0,1654 SPRING ST::#^#::PO BOX 727::#^#::BLOCK ISLAND:^#^: RI 02807,1654,SPRING ST,NOT PARSED,PO BOX,727,Block Island,RI,02807,1654 SPRING ST::#^#::PO BOX 727::#^#::BLOCK ISLAND:^#^: RI 02807
1917,AggregateHousehold,0,21 COLD SPRINGS ROAD::#^#::CALIFON:^#^: NJ 07830-3011,21,COLD SPRINGS,Rd,NOT PARSED,NOT PARSED,CALIFON,NJ,07830,21 COLD SPRINGS ROAD::#^#::CALIFON:^#^: NJ 07830-3011
1918,LegalConstruct,0,1945 OVERLAND AVE::#^#::#102::#^#::LOS ANGELES:^#^: CA 90025,1945,OVERLAND,Ave,#,102,LOS ANGELES,CA,90025,1945 OVERLAND AVE::#^#::#102::#^#::LOS ANGELES:^#^: CA 90025
1919,LegalConstruct,0,63 HARRINGTON RD::#^#::FRAMINGHAM:^#^: MA 01701,63,HARRINGTON,Rd,NOT PARSED,NOT PARSED,FRAMINGHAM,MA,01701,63 HARRINGTON RD::#^#::FRAMINGHAM:^#^: MA 01701
1920,AggregateHousehold,0,4 QUARRY DOCK ROAD::#^#::BRANFORD:^#^: CT 06405,4,QUARRY DOCK,Rd,NOT PARSED,NOT PARSED,BRANFORD,CT,06405,4 QUARRY DOCK ROAD::#^#::BRANFORD:^#^: CT 06405
1921,LegalConstruct,0,10 HANCOCK RD::#^#::BROOKLINE:^#^: MA 02445,10,HANCOCK,Rd,NOT PARSED,NOT PARSED,BROOKLINE,MA,02445,10 HANCOCK RD::#^#::BROOKLINE:^#^: MA 02445
1922,LegalConstruct,0,241 REDDING ROAD::#^#::REDDING:^#^: CT 06896,241,REDDING,Rd,NOT PARSED,NOT PARSED,REDDING,CT,06896,241 REDDING ROAD::#^#::REDDING:^#^: CT 06896
1923,LegalConstruct,0,PO BOX 1855::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1855,Block Island,RI,02807,PO BOX 1855::#^#::BLOCK ISLAND:^#^: RI 02807
1924,LegalConstruct,0,21 COLD SPRING ROAD::#^#::CALIFON:^#^: NJ 07830,21,COLD SPRING,Rd,NOT PARSED,NOT PARSED,CALIFON,NJ,07830,21 COLD SPRING ROAD::#^#::CALIFON:^#^: NJ 07830
1925,AggregateHousehold,0,26 STRAWBRIDGE AVENUE::#^#::WESTMONT:^#^: NJ 08108,26,STRAWBRIDGE,Ave,NOT PARSED,NOT PARSED,WESTMONT,NJ,08108,26 STRAWBRIDGE AVENUE::#^#::WESTMONT:^#^: NJ 08108
1926,LegalConstruct,0,95 ROWAYTON AVE::#^#::NORWALK:^#^: CT 06853,95,ROWAYTON,Ave,NOT PARSED,NOT PARSED,NORWALK,CT,06853,95 ROWAYTON AVE::#^#::NORWALK:^#^: CT 06853
1927,LegalConstruct,0,479 SIVER STREET::#^#::COVENTRY:^#^: CT 06238,479,SIVER,St,NOT PARSED,NOT PARSED,COVENTRY,CT,06238,479 SIVER STREET::#^#::COVENTRY:^#^: CT 06238
1928,AggregateHousehold,0,36 ARCADIA ROAD:^#^: UNIT #721::#^#::OLD GREENWICH:^#^: CT 06870,36,ARCADIA,Rd,UNIT,721,OLD GREENWICH,CT,06870,36 ARCADIA ROAD:^#^: UNIT #721::#^#::OLD GREENWICH:^#^: CT 06870
1929,AggregateHousehold,0,59 NORWOOD ROAD::#^#::WEST HARTFORD:^#^: CT 06117,59,NORWOOD,Rd,NOT PARSED,NOT PARSED,WEST HARTFORD,CT,06117,59 NORWOOD ROAD::#^#::WEST HARTFORD:^#^: CT 06117
1930,LegalConstruct,0,11 OAKLEIGH COURT::#^#::ROWAYTON:^#^: CT 0645706853,11,OAKLEIGH,Ct,NOT PARSED,NOT PARSED,ROWAYTON,CT,06457,11 OAKLEIGH COURT::#^#::ROWAYTON:^#^: CT 0645706853
1931,AggregateHousehold,0,PO BOX 640::#^#::EFFORT:^#^: PA 18330,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,640,EFFORT,PA,18330,PO BOX 640::#^#::EFFORT:^#^: PA 18330
1932,AggregateHousehold,0,9301 MICHAEL CT::#^#::MANASSAS PARK:^#^: VA 20111,9301,MICHAEL,Ct,NOT PARSED,NOT PARSED,MANASSAS PARK,VA,20111,9301 MICHAEL CT::#^#::MANASSAS PARK:^#^: VA 20111
1933,AggregateHousehold,0,114 COLONY RD::#^#::GROTON:^#^: CT 06340,114,COLONY,Rd,NOT PARSED,NOT PARSED,GROTON,CT,06340,114 COLONY RD::#^#::GROTON:^#^: CT 06340
1934,LegalConstruct,0,PO BOX 578::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,578,Block Island,RI,02807,PO BOX 578::#^#::BLOCK ISLAND:^#^: RI 02807
1935,LegalConstruct,0,479 SLIVER STREET::#^#::COVENTRY:^#^: CT 06238,479,SLIVER,St,NOT PARSED,NOT PARSED,COVENTRY,CT,06238,479 SLIVER STREET::#^#::COVENTRY:^#^: CT 06238
1936,LegalConstruct,0,PO BOX 1034::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1034,Block Island,RI,02807,PO BOX 1034::#^#::BLOCK ISLAND:^#^: RI 02807
1937,Individual,0,PO BOX 292::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,292,Block Island,RI,02807,PO BOX 292::#^#::BLOCK ISLAND:^#^: RI 02807
1938,LegalConstruct,0,PO BOX 961605::#^#::BOSTON:^#^: MA 02196,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,961605,BOSTON,MA,02196,PO BOX 961605::#^#::BOSTON:^#^: MA 02196
1939,LegalConstruct,0,PO BOX 926::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,926,Block Island,RI,02807,PO BOX 926::#^#::BLOCK ISLAND:^#^: RI 02807
1940,LegalConstruct,0,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,220,Block Island,RI,02807,PO BOX 220::#^#::BLOCK ISLAND:^#^: RI 02807
1941,AggregateHousehold,0,194 LITTLE LANE::#^#::DURHAM:^#^: CT 06422,194,LITTLE,Ln,NOT PARSED,NOT PARSED,DURHAM,CT,06422,194 LITTLE LANE::#^#::DURHAM:^#^: CT 06422
1942,LegalConstruct,0,500 W PINE ST::#^#::SELINSGROVE:^#^: PA 17870,500,PINE,St,NOT PARSED,NOT PARSED,SELINSGROVE,PA,17870,500 W PINE ST::#^#::SELINSGROVE:^#^: PA 17870
1943,LegalConstruct,0,PO BOX 904::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,904,Block Island,RI,02807,PO BOX 904::#^#::BLOCK ISLAND:^#^: RI 02807
1944,LegalConstruct,0,11867 PEPPLEWOOD DR::#^#::WELLINGTON:^#^: FL 33414,11867,PEPPLEWOOD,Dr,NOT PARSED,NOT PARSED,WELLINGTON,FL,33414,11867 PEPPLEWOOD DR::#^#::WELLINGTON:^#^: FL 33414
1945,Individual,0,140 FOXCROFT DR::#^#::DOYLESTOWN:^#^: PA 18901,140,FOXCROFT,Dr,NOT PARSED,NOT PARSED,DOYLESTOWN,PA,18901,140 FOXCROFT DR::#^#::DOYLESTOWN:^#^: PA 18901
1946,LegalConstruct,0,12 HOMESTEAD RD::#^#::DARIEN:^#^: CT 06820,12,HOMESTEAD,Rd,NOT PARSED,NOT PARSED,DARIEN,CT,06820,12 HOMESTEAD RD::#^#::DARIEN:^#^: CT 06820
1947,Individual,0,194 CARLISLE ROAD::#^#::CARLISLE:^#^: ON LOR 1H2,194,CARLISLE,Rd,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,NOT PARSED,194 CARLISLE ROAD::#^#::CARLISLE:^#^: ON LOR 1H2
1948,LegalConstruct,0,PO BOX 158::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,158,Block Island,RI,02807,PO BOX 158::#^#::BLOCK ISLAND:^#^: RI 02807
1949,AggregateHousehold,0,PO BOX 1323::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1323,Block Island,RI,02807,PO BOX 1323::#^#::BLOCK ISLAND:^#^: RI 02807
1950,AggregateHousehold,0,1440 SPRING VALLEY ROAD::#^#::OSSINING:^#^: NY 10562,1440,SPRING VALLEY,Rd,NOT PARSED,NOT PARSED,OSSINING,NY,10562,1440 SPRING VALLEY ROAD::#^#::OSSINING:^#^: NY 10562
1951,LegalConstruct,0,5125 SOUNDSIDE DR::#^#::GULF BREEZE:^#^: FL 32563,5125,SOUNDSIDE,Dr,NOT PARSED,NOT PARSED,GULF BREEZE,FL,32563,5125 SOUNDSIDE DR::#^#::GULF BREEZE:^#^: FL 32563
1952,LegalConstruct,0,ONE POST OFFICE SQUARE::#^#::FL 25::#^#::BOSTON:^#^: MA 02109,NOT PARSED,ONE POST OFFICE,Sq,FL,25,BOSTON,MA,02109,ONE POST OFFICE SQUARE::#^#::FL 25::#^#::BOSTON:^#^: MA 02109
1953,AggregateHousehold,0,PO BOX 1022::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1022,Block Island,RI,02807,PO BOX 1022::#^#::BLOCK ISLAND:^#^: RI 02807
1954,Business,0,385 SOUTH STREET::#^#::MIDDLEBURY:^#^: CT 06762,385,SOUTH,St,NOT PARSED,NOT PARSED,MIDDLEBURY,CT,06762,385 SOUTH STREET::#^#::MIDDLEBURY:^#^: CT 06762
1955,AggregateHousehold,0,3 CONOVER LANE::#^#::RUMSON:^#^: NJ 07760-1013,3,CONOVER,Ln,NOT PARSED,NOT PARSED,RUMSON,NJ,07760,3 CONOVER LANE::#^#::RUMSON:^#^: NJ 07760-1013
1956,LegalConstruct,0,C/O JENNIFER CRARY::#^#::108 JEWWETT CITY::#^#::PRESTON:^#^: CT 06365,108,JEWWETT CITY,NOT PARSED,NOT PARSED,NOT PARSED,PRESTON,CT,06365,C/O JENNIFER CRARY::#^#::108 JEWWETT CITY::#^#::PRESTON:^#^: CT 06365
1957,Business,0,385 SOUTH STREET::#^#::MIDDLEBURY:^#^: CT 06762,385,SOUTH,St,NOT PARSED,NOT PARSED,MIDDLEBURY,CT,06762,385 SOUTH STREET::#^#::MIDDLEBURY:^#^: CT 06762
1958,Individual,0,4 WASHINGTON SQUARE VILLAGE::#^#::APT 16R::#^#::NEW YORK:^#^: NY 10012,4,WASHINGTON SQUARE,Vlg,APT,16R,NEW YORK,NY,10012,4 WASHINGTON SQUARE VILLAGE::#^#::APT 16R::#^#::NEW YORK:^#^: NY 10012
1959,AggregateHousehold,0,1595 HARTFORN TURNPIKE::#^#::NORTH HAVEN:^#^: CT 06492,1595,HARTFORN,Tpke,NOT PARSED,NOT PARSED,NORTH HAVEN,CT,06492,1595 HARTFORN TURNPIKE::#^#::NORTH HAVEN:^#^: CT 06492
1960,AggregateHousehold,0,PO BOX 325::#^#::BLOCK ISLAND :^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,325,Block Island,RI,02807,PO BOX 325::#^#::BLOCK ISLAND :^#^: RI 02807
1961,AggregateHousehold,0,230 BROADVIEW AVE::#^#::NEW ROCHELLE:^#^: NY 10804,230,BROADVIEW,Ave,NOT PARSED,NOT PARSED,NEW ROCHELLE,NY,10804,230 BROADVIEW AVE::#^#::NEW ROCHELLE:^#^: NY 10804
1962,Individual,0,PO BOX 1820::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1820,Block Island,RI,02807,PO BOX 1820::#^#::BLOCK ISLAND:^#^: RI 02807
1963,Individual,0,PO BOX 282::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,282,Block Island,RI,02807,PO BOX 282::#^#::BLOCK ISLAND:^#^: RI 02807
1964,LegalConstruct,0,PO BOX 1828::#^#::BLOCK ISLAND RI  02807::#^#:::^#^:,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1828,Block Island,RI,02807,PO BOX 1828::#^#::BLOCK ISLAND RI  02807::#^#:::^#^:
1965,Individual,0,2520 NAUDAIN ST::#^#::PHILADELPHIA:^#^: PA 19146,2520,NAUDAIN,St,NOT PARSED,NOT PARSED,PHILADELPHIA,PA,19146,2520 NAUDAIN ST::#^#::PHILADELPHIA:^#^: PA 19146
1966,Individual,0,413 COMMONWEALTH::#^#::#PH::#^#::BOSTON:^#^: MA 02215,413,COMMONWEALTH,NOT PARSED,PH,NOT PARSED,BOSTON,MA,02215,413 COMMONWEALTH::#^#::#PH::#^#::BOSTON:^#^: MA 02215
1967,LegalConstruct,0,12083 WICKLOW LANE::#^#::NAPLES:^#^: FL 34120,12083,WICKLOW,Ln,NOT PARSED,NOT PARSED,NAPLES,FL,34120,12083 WICKLOW LANE::#^#::NAPLES:^#^: FL 34120
1968,Individual,0,PO BOX 282::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,282,Block Island,RI,02807,PO BOX 282::#^#::BLOCK ISLAND:^#^: RI 02807
1969,AggregateHousehold,0,25 HIGH HILL ROAD::#^#::BLOOMFIELD:^#^: CT 06002,25,HIGH HILL,Rd,NOT PARSED,NOT PARSED,BLOOMFIELD,CT,06002,25 HIGH HILL ROAD::#^#::BLOOMFIELD:^#^: CT 06002
1970,LegalConstruct,0,12083 WICKLOW LANE::#^#::NAPLES:^#^: FL 34120,12083,WICKLOW,Ln,NOT PARSED,NOT PARSED,NAPLES,FL,34120,12083 WICKLOW LANE::#^#::NAPLES:^#^: FL 34120
1971,AggregateHousehold,0,PO BOX 12::#^#::JEFFERSON:^#^: ME 04348,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,12,JEFFERSON,ME,04348,PO BOX 12::#^#::JEFFERSON:^#^: ME 04348
1972,Individual,0,494 HIGHLAND AVENUE::#^#::UPPER MONTCLAIR:^#^: NJ 07043,494,HIGHLAND,Ave,UPPER,NOT PARSED,MONTCLAIR,NJ,07043,494 HIGHLAND AVENUE::#^#::UPPER MONTCLAIR:^#^: NJ 07043
1973,AggregateHousehold,0,100 POWDER POINT AVE::#^#::DUXBURY:^#^: MA 02332,100,POWDER POINT,Ave,NOT PARSED,NOT PARSED,DUXBURY,MA,02332,100 POWDER POINT AVE::#^#::DUXBURY:^#^: MA 02332
1974,LegalConstruct,0,870 UN PLAZA #17A::#^#::NEW YORK:^#^: NY 10017,870,UN,Plz,#,17A,NEW YORK,NY,10017,870 UN PLAZA #17A::#^#::NEW YORK:^#^: NY 10017
1975,LegalConstruct,0,PO BOX 926::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,926,Block Island,RI,02807,PO BOX 926::#^#::BLOCK ISLAND:^#^: RI 02807
1976,AggregateHousehold,0,PO BOX 1304::#^#::BLOCK ISLAND.:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,1304,Block Island,RI,02807,PO BOX 1304::#^#::BLOCK ISLAND.:^#^: RI 02807
1977,Individual,0,215  FREEMAN PARKWAY::#^#::PROVIDENCE:^#^: RI 02906,215,FREEMAN,Pkwy,NOT PARSED,NOT PARSED,PROVIDENCE,RI,02906,215  FREEMAN PARKWAY::#^#::PROVIDENCE:^#^: RI 02906
1978,LegalConstruct,0,100 WILLIAM ST:^#^: SUITE 1900::#^#::NEW YORK:^#^: NY 10038,100,WILLIAM,St,SUITE,1900,NEW YORK,NY,10038,100 WILLIAM ST:^#^: SUITE 1900::#^#::NEW YORK:^#^: NY 10038
1979,AggregateHousehold,0,200 LINCOLN STREET::#^#::ENGLEWOOD:^#^: NJ 07631,200,LINCOLN,St,NOT PARSED,NOT PARSED,ENGLEWOOD,NJ,07631,200 LINCOLN STREET::#^#::ENGLEWOOD:^#^: NJ 07631
1980,LegalConstruct,0,THE SAILOR'S WATCHTRUST::#^#::148 COMMONWEALTH AVE #201::#^#::BOSTON:^#^: MA 02116,148,COMMONWEALTH,Ave,#,201,BOSTON,MA,02116,THE SAILOR'S WATCHTRUST::#^#::148 COMMONWEALTH AVE #201::#^#::BOSTON:^#^: MA 02116
1981,AggregateHousehold,0,370 MINE HILL ROAD::#^#::FAIRFIELD:^#^: CT 06824,370,MINE HILL,Rd,NOT PARSED,NOT PARSED,FAIRFIELD,CT,06824,370 MINE HILL ROAD::#^#::FAIRFIELD:^#^: CT 06824
1982,AggregateHousehold,0,200 LINCOLN STREET::#^#::ENGLEWOOD:^#^: NJ 07631,200,LINCOLN,St,NOT PARSED,NOT PARSED,ENGLEWOOD,NJ,07631,200 LINCOLN STREET::#^#::ENGLEWOOD:^#^: NJ 07631
1983,LegalConstruct,0,P.O. BOX 193::#^#::BLOCK ISLAND:^#^: RI 02807,NOT PARSED,NOT PARSED,NOT PARSED,PO BOX,193,Block Island,RI,02807,P.O. BOX 193::#^#::BLOCK ISLAND:^#^: RI 02807
